0,0,0,0,0,0
0.1,0.1,0.1,-0.0895373363641607,0.100498727034318,0.0899835839957267
0.2,0.2,0.2,-0.156666548209019,0.203956994193631,0.159749507308469
0.3,0.3,0.3,-0.200224773094587,0.313144582173949,0.208838275260271
0.4,0.4,0.4,-0.220791789950483,0.430336604289485,0.236820545816767
0.5,0.5,0.5,-0.220814222605369,0.556805591405339,0.243842435856988
0.6,0.6,0.6,-0.204303456609942,0.692127829854982,0.231365866705788
0.7,0.7,0.7,-0.176213314972175,0.83355014663364,0.20284273232881
0.8000001,0.8000001,0.8000001,-0.141735741304601,0.975912889292444,0.163823545522121
0.9000001,0.9000001,0.9000001,-0.105699954341781,1.11253979906891,0.121085538892055
1,1,1,-0.0721375519647657,1.23686444849358,0.08101073235892
1.1,1.1,1.1,-0.0439933656187305,1.34390574092101,0.0481016455561073
1.2,1.2,1.2,-0.0229545399661787,1.4308401555557,0.0243877633373096
1.3,1.3,1.3,-0.00939302860796066,1.49667057848474,0.00972151386168001
1.4,1.4,1.4,-0.0024370764426,1.54148931926159,0.00247199811516128
1.5,1.5,1.5,-0.000176749864113119,1.56578014712576,0.000177191504840292
1.6,1.6,1.6,1.24468235202951E-05,1.56994325648435,-1.2452128660622E-05
1.7,1.7,1.7,0.00106500005482757,1.55405725303389,-0.0010738012324901
1.8,1.8,1.8,0.00578653001113426,1.51783870785354,-0.00593359735216466
1.9,1.9,1.9,0.0164291458985421,1.46079478122458,-0.0172566025492838
2,2,2,0.0343287749821595,1.38259734492902,-0.0370876835927957
2.1,2.1,2.1,0.0596470769228693,1.2836953069853,-0.0662801222129094
2.2,2.2,2.2,0.0912442109911141,1.16607679412682,-0.103781619425098
2.3,2.3,2.3,0.126683801727847,1.03383474740644,-0.146105269882628
2.4,2.4,2.4,0.162358389508184,0.893012927292321,-0.187511957752952
2.5,2.5,2.5,0.193726792906016,0.75045439922354,-0.221176178342579
2.6,2.6,2.6,0.215684619057528,0.612114925967941,-0.240873936718536
2.7,2.7,2.7,0.223096338692808,0.481789767186404,-0.242241895489645
2.799999,2.799999,2.799999,0.211472673956942,0.360813412381452,-0.223052877689617
2.899999,2.899999,2.899999,0.17765655650947,0.248529588537906,-0.182708810400358
2.999999,2.999999,2.999999,0.120282494001859,0.143005343222075,-0.121479691799898
3.099999,3.099999,3.099999,0.0398285157025407,0.0416294266200131,-0.0398629510935402
3.199999,3.199999,3.199999,-0.0617144839806736,-0.0585059675043717,0.0618196713183444
3.299999,3.299999,3.299999,-0.181333736806976,-0.160380711200198,0.183599919927066
3.399999,3.399999,3.399999,-0.315391151846665,-0.266871388136034,0.325847070525693
3.499999,3.499999,3.499999,-0.459747362734422,-0.380507765072866,0.489055215032946
3.599999,3.599999,3.599999,-0.609477998623625,-0.503055292234341,0.673399070053632
3.699999,3.699999,3.699999,-0.757953534720802,-0.6348852358633,0.878059099797358
3.799999,3.799999,3.799999,-0.894782960934666,-0.774267476491594,1.10046949584338
3.899998,3.899998,3.899998,-1.00219179276728,-0.916995057321331,1.33590743597328
3.999998,3.999998,3.999998,-1.05328566284366,-1.0568515528785,1.5779363207344
4.099998,4.099998,4.099998,-1.02604261640879,-1.18701415690133,1.81979909826291
4.199998,4.199998,4.199998,-0.926836231109783,-1.30171119679357,2.05607763223766
4.299998,4.299998,4.299998,-0.78047274933846,-1.39722010382743,2.28370926935385
4.399998,4.399998,4.399998,-0.607437941276328,-1.47186193060309,2.50200871882835
4.499998,4.499998,4.499998,-0.41970567083038,-1.5253704232943,2.71207901882823
4.599998,4.599998,4.599998,-0.224060853591301,-1.5581385937584,2.91610306381451
4.699998,4.699998,4.699998,-0.0247810489266153,-1.57064281537503,3.11680970349809
4.799998,4.799998,4.799998,0.174878164713621,-1.56311117482824,-2.96603941394071
4.899998,4.899998,4.899998,0.371764147998217,-1.53540379206069,-2.76310452597278
4.999998,4.999998,4.999998,0.561958455668762,-1.48708294738112,-2.55476448814343
5.099998,5.099998,5.099998,0.739490298235396,-1.41769085204485,-2.33866002800142
5.199997,5.199997,5.199997,0.894002442699055,-1.32726512069603,-2.11335935666824
5.299997,5.299997,5.299997,1.00728442225078,-1.21706228010516,-1.879036558086
5.399997,5.399997,5.399997,1.0541576631989,-1.09026522585705,-1.63813512810537
5.499997,5.499997,5.499997,1.02125215237774,-0.952189908573777,-1.39554345174272
5.599997,5.599997,5.599997,0.925051898445045,-0.809541819103872,-1.15783076779027
5.699997,5.699997,5.699997,0.793479139342282,-0.66884451820382,-0.931669442222371
5.799997,5.799997,5.799997,0.646707620523628,-0.534887278249322,-0.722289843668884
5.899997,5.899997,5.899997,0.496570700939645,-0.410003770881764,-0.532779047264503
5.999997,5.999997,5.999997,0.350379531000582,-0.294281681430126,-0.364323709015973
6.099997,6.099997,6.099997,0.213362174639507,-0.186235066641257,-0.216925059936593
6.199996,6.199996,6.199996,0.0898067886386284,-0.0834761787614307,-0.0901171120304902
6.299996,6.299996,6.299996,-0.0165261068630093,0.0168134440032314,0.0165284419289924
6.399996,6.399996,6.399996,-0.102440071465118,0.117605114289922,0.10313577011728
6.499996,6.499996,6.499996,-0.165644891670832,0.22184148654014,0.169461956469787
6.599996,6.599996,6.599996,-0.205246018352045,0.332235266234569,0.215025023926917
6.699996,6.699996,6.699996,-0.222139574363461,0.450934534196017,0.23944745034729
6.799996,6.799996,6.799996,-0.219067723490502,0.578978409538401,0.243041985591599
6.899996,6.899996,6.899996,-0.200248965684217,0.715587659952482,0.227566034299599
